KEGG ID	KEGG Term	Times Found	Term Pvalues Corr Bonf	Found Gene #	All Associated Gene #	Found Genes Combined	All Associated Genes
KEGG:00280	Valine, leucine and isoleucine degradation	18	3.26E-43	36	44	 ECHS1  ABAT  HSD17B10  ACAT2  ACAT1  MCEE  ALDH1B1  ALDH2  AUH  OXCT1  DBT  OXCT2  ACADM  HMGCS2  ACAA1  HADH  ACADS  ACAD8  BCKDHA  MCCC2  HMGCS1  BCKDHB  MCCC1  ACADSB  MUT  ALDH3A2  ALDH6A1  PCCA  IVD  EHHADH  PCCB  BCAT1  ALDH7A1  DLD  BCAT2  ALDH9A1 	[ABAT, ACAA1, ACAA2, ACAD8, ACADM, ACADS, ACADSB, ACAT1, ACAT2, ALDH1B1, ALDH2, ALDH3A2, ALDH6A1, ALDH7A1, ALDH9A1, AOX1, AUH, BCAT1, BCAT2, BCKDHA, BCKDHB, DBT, DLD, ECHS1, EHHADH, HADH, HADHA, HADHB, HIBADH, HIBCH, HMGCL, HMGCS1, HMGCS2, HSD17B10, IL4I1, IVD, MCCC1, MCCC2, MCEE, MUT, OXCT1, OXCT2, PCCA, PCCB]
KEGG:00230	Purine metabolism	4	5.35E-43	57	166	 GUCY1B3  GDA  PDE3B  HDDC3  PNP  PDE4B  PDE4A  PDE8B  GUCY1A3  GUCY1A2  ENTPD1  ENTPD2  ENTPD4  PDE4D  ENTPD5  PDE4C  ENTPD6  APRT  ADCY9  PDE5A  PDE9A  GUCY2C  CANT1  PDE1C  PDE1B  NPR1  PDE1A  NPR2  AK1  ADCY4  GMPS  ADCY3  ADCY2  ADCY1  AK5  ADCY8  NT5C2  ADCY7  GUCY2F  ADCY6  ADCY5  NT5C  PDE11A  NT5E  PDE6C  NT5M  PDE6A  PDE6G  PDE2A  ADCY10  PDE10A  IMPDH2  NT5C1B  PDE3A  PDE7B  ADA  ITPA 	[ADA, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADSL, ADSS, ADSSL1, AK1, AK2, AK4, AK5, AK7, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, C17orf48, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A2, GUCY1A3, GUCY1B3, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LOC100507855, NME1, NME1-NME2, NME2, NME3, NME4, NME5, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C2, NT5C3, NT5E, NT5M, NTPCR, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PKLR, PKM2, PNP, PNPT1, POLA1, POLA2, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLE3, POLE4, POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2J2, POLR2J3, POLR2K, POLR2L, POLR3A, POLR3B, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3GL, POLR3H, POLR3K, PPAT, PRHOXNB, PRIM1, PRIM2, PRPS1, PRPS1L1, PRPS2, PRUNE, RRM1, RRM2, RRM2B, TWISTNB, XDH, ZNRD1]
KEGG:04130	SNARE interactions in vesicular transport	47	1.37E-37	30	36	 SNAP25  SNAP47  STX17  STX16  GOSR2  STX19  SNAP23  STX18  GOSR1  STX11  STX6  VTI1A  BNIP1  STX5  STX4  STX3  STX2  SNAP29  VTI1B  STX8  STX7  BET1L  VAMP8  VAMP7  VAMP1  VAMP4  VAMP5  VAMP2  STX1A  VAMP3 	[BET1, BET1L, BNIP1, GOSR1, GOSR2, SEC22B, SNAP23, SNAP25, SNAP29, SNAP47, STX10, STX11, STX16, STX17, STX18, STX19, STX1A, STX1B, STX2, STX3, STX4, STX5, STX6, STX7, STX8, USE1, VAMP1, VAMP2, VAMP3, VAMP4, VAMP5, VAMP7, VAMP8, VTI1A, VTI1B, YKT6]
KEGG:04725	Cholinergic synapse	71	6.34E-35	89	112	 CHRM2  CHRM3  CHRM1  CHRM4  PIK3CD  PIK3CB  PIK3CG  GNGT1  GNGT2  AKT2  PRKACG  AKT3  AKT1  PRKACA  JAK2  HRAS  PRKACB  PRKCG  MAP2K1  PRKCB  PRKCA  FOS  CREB3  PLCB3  CREB1  PLCB4  ADCY9  PIK3CA  KCNQ1  KCNQ2  KCNQ3  KCNQ5  PLCB1  PLCB2  ATF4  CAMK2B  CAMK2D  CHRNA7  CAMK2A  ITPR1  CACNA1B  ADCY4  GNAI3  CACNA1A  ITPR2  PIK3R3  ADCY3  PIK3R2  ADCY2  ITPR3  PIK3R1  ADCY1  CACNA1C  ADCY8  ADCY7  GNAI1  ADCY6  GNAI2  ADCY5  PIK3R5  GNG10  GNG3  GNG2  GNG5  GNG7  GNA11  MAPK1  FYN  CACNA1S  CAMK2G  KCNJ2  KCNJ3  MAPK3  KCNJ4  KCNJ6  KCNJ12  GNG12  GNG11  GNG13  GNAO1  GNAQ  GNB2  CAMK4  GNB1  BCL2  GNB4  GNB3  KRAS  GNB5 	[ACHE, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ATF4, BCL2, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CHAT, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, FOS, FYN, GNA11, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, HRAS, ITPR1, ITPR2, ITPR3, JAK2, KCNJ12, KCNJ14, KCNJ2, KCNJ3, KCNJ4, KCNJ6, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KRAS, MAP2K1, MAPK1, MAPK3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SLC18A3, SLC5A7]
KEGG:04070	Phosphatidylinositol signaling system	16	6.57E-32	53	80	 DGKG  PI4K2B  DGKE  DGKD  DGKB  DGKA  INPPL1  PTEN  PIK3CD  CALML3  PIK3CB  PIK3CG  PLCZ1  IMPA2  PLCE1  PRKCG  PRKCB  PRKCA  DGKZ  ITPKB  PLCB3  PLCB4  PIK3CA  DGKQ  ITPKA  PLCB1  PLCB2  DGKI  DGKH  ITPR1  PIK3R3  ITPR2  PIK3R2  ITPR3  PIK3R1  PIK3R5  INPP5B  INPP5A  INPP5D  INPP5E  PLCG2  INPP5J  PIP5K1A  PIP5K1B  PLCG1  PIP5K1C  SYNJ1  CALM3  CALM1  PLCD3  CALM2  PLCD4  PLCD1 	[CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CDIPT, CDS1, CDS2, DGKA, DGKB, DGKD, DGKE, DGKG, DGKH, DGKI, DGKQ, DGKZ, IMPA1, IMPA2, IMPAD1, INPP1, INPP4A, INPP4B, INPP5A, INPP5B, INPP5D, INPP5E, INPP5J, INPP5K, INPPL1, IPPK, ITPK1, ITPKA, ITPKB, ITPR1, ITPR2, ITPR3, MTM1, OCRL, PI4K2A, PI4K2B, PI4KA, PI4KB, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCZ1, PRKCA, PRKCB, PRKCG, PTEN, SYNJ1, SYNJ2]
KEGG:04350	TGF-beta signaling pathway	75	8.70E-32	64	84	 BMPR2  ZFYVE9  COMP  PPP2R1B  PPP2R1A  MYC  EP300  SKP1  ACVR1  FST  NOG  DCN  TGFBR1  RHOA  RBX1  TGFBR2  RBL1  TFDP1  ZFYVE16  CHRD  CUL1  LTBP1  THBS1  PPP2CA  PPP2CB  ACVR1C  MAPK1  E2F4  MAPK3  SMAD2  SMAD1  CREBBP  SMAD4  TGFB2  CDKN2B  SMAD3  TGFB1  SMURF2  SMURF1  TGFB3  SMAD9  BMP8B  INHBB  INHBA  SMAD6  GDF6  BMP7  SMAD5  ACVR2B  GDF5  INHBC  ACVR2A  BMP6  SMAD7  BMP5  GDF7  BMP4  BMP2  RPS6KB1  ID1  ID4  ID3  BMPR1B  BMPR1A 	[ACVR1, ACVR1C, ACVR2A, ACVR2B, AMH, AMHR2, BMP2, BMP4, BMP5, BMP6, BMP7, BMP8A, BMP8B, BMPR1A, BMPR1B, BMPR2, CDKN2B, CHRD, COMP, CREBBP, CUL1, DCN, E2F4, E2F5, EP300, FST, GDF5, GDF6, GDF7, ID1, ID2, ID3, ID4, IFNG, INHBA, INHBB, INHBC, INHBE, LEFTY1, LEFTY2, LTBP1, MAPK1, MAPK3, MYC, NODAL, NOG, PITX2, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, RBL1, RBL2, RBX1, RHOA, ROCK1, ROCK2, RPS6KB1, RPS6KB2, SKP1, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD6, SMAD7, SMAD9, SMURF1, SMURF2, SP1, TFDP1, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, THBS1, THBS2, THBS3, THBS4, TNF, ZFYVE16, ZFYVE9]
KEGG:04630	Jak-STAT signaling pathway	38	3.10E-31	91	155	 CNTF  CSF3R  EPO  IL23R  MPL  PIK3CD  CBLC  IL5RA  CBLB  PIK3CB  PRL  PIK3CG  GHR  CCND1  MYC  AKT2  AKT3  PIM1  LEPR  EP300  AKT1  JAK2  JAK3  IL6R  JAK1  IL13RA1  PIAS4  IFNAR2  IL10  PIAS3  IL15RA  IL4R  CISH  IFNGR1  IL15  IL13  LIFR  TYK2  OSMR  PRLR  PIAS1  PIK3CA  SOS1  IL6ST  STAM2  IRF9  IFNAR1  CSH1  PIK3R3  CSF2RB  PIK3R2  PIK3R1  CBL  IL2RG  CSF2RA  PIK3R5  SOCS2  SOCS3  SOCS1  IL21R  STAT4  STAT6  SOCS7  SOCS5  IL12RB2  STAT5A  STAT5B  CREBBP  STAT1  STAT2  IL10RA  STAT3  LIF  PTPN11  STAM  EPOR  IL2  IL4  IL22RA1  GH1  IL3  IL6  IL7  IL2RA  LEP  IL2RB  SPRY2  GRB2  PTPN6  IL7R  BCL2L1 	[AKT1, AKT2, AKT3, BCL2L1, CBL, CBLB, CBLC, CCND1, CCND2, CCND3, CISH, CLCF1, CNTF, CNTFR, CREBBP, CRLF2, CSF2, CSF2RA, CSF2RB, CSF3, CSF3R, CSH1, CTF1, EP300, EPO, EPOR, GH1, GH2, GHR, GRB2, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IFNE, IFNG, IFNGR1, IFNGR2, IFNK, IFNW1, IL10, IL10RA, IL10RB, IL11, IL11RA, IL12A, IL12B, IL12RB1, IL12RB2, IL13, IL13RA1, IL13RA2, IL15, IL15RA, IL19, IL2, IL20, IL20RA, IL20RB, IL21, IL21R, IL22, IL22RA1, IL22RA2, IL23A, IL23R, IL24, IL26, IL28A, IL28B, IL28RA, IL29, IL2RA, IL2RB, IL2RG, IL3, IL3RA, IL4, IL4R, IL5, IL5RA, IL6, IL6R, IL6ST, IL7, IL7R, IL9, IL9R, IRF9, JAK1, JAK2, JAK3, LEP, LEPR, LIF, LIFR, MPL, MYC, OSM, OSMR, PIAS1, PIAS2, PIAS3, PIAS4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIM1, PRL, PRLR, PTPN11, PTPN6, SOCS1, SOCS2, SOCS3, SOCS4, SOCS5, SOCS7, SOS1, SOS2, SPRED1, SPRED2, SPRY1, SPRY2, SPRY3, SPRY4, STAM, STAM2, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, TPO, TSLP, TYK2]
KEGG:04012	ErbB signaling pathway	350	4.65E-31	80	87	 GSK3B  CDKN1A  CDKN1B  PIK3CD  CBLC  CBLB  PIK3CB  AREG  PIK3CG  CRKL  AKT2  MYC  AKT3  NCK2  AKT1  HRAS  NCK1  PRKCG  MAP2K4  MAP2K1  MAP2K2  PRKCB  GAB1  PRKCA  NRG1  NRG2  EREG  BTC  PIK3CA  NRG3  RAF1  SOS1  CRK  HBEGF  CAMK2B  CAMK2D  SHC2  SHC3  SHC1  SRC  CAMK2A  PIK3R3  TGFA  PIK3R2  PIK3R1  CBL  EGFR  PIK3R5  MAPK9  PAK1  MAPK8  NRAS  ERBB3  ERBB4  ERBB2  PLCG2  ABL1  PAK7  EIF4EBP1  MAPK1  ABL2  PAK6  PLCG1  MAP2K7  CAMK2G  PAK2  MAPK3  PAK4  STAT5A  STAT5B  JUN  BAD  EGF  BRAF  MTOR  PTK2  MAPK10  RPS6KB1  GRB2  KRAS 	[ABL1, ABL2, AKT1, AKT2, AKT3, ARAF, AREG, BAD, BRAF, BTC, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CBL, CBLB, CBLC, CDKN1A, CDKN1B, CRK, CRKL, EGF, EGFR, EIF4EBP1, ELK1, ERBB2, ERBB3, ERBB4, EREG, GAB1, GRB2, GSK3B, HBEGF, HRAS, JUN, KRAS, MAP2K1, MAP2K2, MAP2K4, MAP2K7, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MTOR, MYC, NCK1, NCK2, NRAS, NRG1, NRG2, NRG3, NRG4, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, PTK2, RAF1, RPS6KB1, RPS6KB2, SHC1, SHC2, SHC3, SHC4, SOS1, SOS2, SRC, STAT5A, STAT5B, TGFA]
KEGG:04120	Ubiquitin mediated proteolysis	79	5.54E-31	103	137	 UBE2D4  UBE2D2  UBE2D3  UBE2D1  CBLC  KEAP1  CBLB  UBE2L6  UBE3A  UBE2Z  PARK2  UBE2L3  HERC3  HERC2  CDC23  HERC1  CDC26  CDC27  SKP2  BTRC  SKP1  PIAS4  PIAS3  FBXW8  ANAPC7  FBXW11  FBXW7  FBXO2  UBE2E3  UBE2E1  UBE2E2  MID1  PIAS1  RBX1  CDC34  ANAPC4  ANAPC5  ANAPC1  ANAPC2  ANAPC13  CUL7  BIRC8  CUL5  AIRE  CUL2  CUL1  NEDD4L  UBE2J2  ANAPC10  UBE2J1  ANAPC11  RHOBTB2  SOCS3  SOCS1  UBR5  UBE2H  UBE2I  SMURF2  SMURF1  UBE2C  FANCL  SIAH1  UBE2W  UBOX5  UBE2U  CDC16  UBE2N  MDM2  UBA3  UBA1  UBE2K  DET1  PRPF19  UBE2Q1  UBE2Q2  DDB2  UBE2R2  TRAF6  BIRC6  BIRC2  BIRC3  MGRN1  RNF7  CBL  RCHY1  FZR1  TCEB2  TCEB1  VHL  MAP3K1  SYVN1  HUWE1  WWP1  WWP2  UBE2G1  UBE2G2  PML  KLHL9  ITCH  RFWD2  NEDD4  STUB1  TRIM32 	[AIRE, ANAPC1, ANAPC10, ANAPC11, ANAPC13, ANAPC2, ANAPC4, ANAPC5, ANAPC7, BIRC2, BIRC3, BIRC6, BIRC7, BIRC8, BRCA1, BTRC, CBL, CBLB, CBLC, CDC16, CDC20, CDC23, CDC26, CDC27, CDC34, CUL1, CUL2, CUL3, CUL4A, CUL4B, CUL5, CUL7, DDB1, DDB2, DET1, ERCC8, FANCL, FBXO2, FBXO4, FBXW11, FBXW7, FBXW8, FZR1, HERC1, HERC2, HERC3, HERC4, HUWE1, ITCH, KEAP1, KLHL13, KLHL9, MAP3K1, MDM2, MGRN1, MID1, NEDD4, NEDD4L, NHLRC1, PARK2, PIAS1, PIAS2, PIAS3, PIAS4, PML, PPIL2, PRPF19, RBX1, RCHY1, RFWD2, RHOBTB1, RHOBTB2, RNF7, SAE1, SIAH1, SKP1, SKP2, SMURF1, SMURF2, SOCS1, SOCS3, STUB1, SYVN1, TCEB1, TCEB2, TRAF6, TRIM32, TRIM37, TRIP12, UBA1, UBA2, UBA3, UBA6, UBA7, UBE2A, UBE2B, UBE2C, UBE2D1, UBE2D2, UBE2D3, UBE2D4, UBE2E1, UBE2E2, UBE2E3, UBE2F, UBE2G1, UBE2G2, UBE2H, UBE2I, UBE2J1, UBE2J2, UBE2K, UBE2L3, UBE2L6, UBE2M, UBE2N, UBE2NL, UBE2O, UBE2Q1, UBE2Q2, UBE2QL1, UBE2R2, UBE2S, UBE2U, UBE2W, UBE2Z, UBE3A, UBE3B, UBE3C, UBE4A, UBE4B, UBOX5, UBR5, VHL, WWP1, WWP2, XIAP]
KEGG:04510	Focal adhesion	39	1.80E-30	135	200	 ITGA2B  TNC  ACTB  IGF1R  CRKL  ACTG1  COMP  CCND1  TNN  AKT2  AKT3  KDR  AKT1  TNR  PRKCG  PDGFRB  PDGFRA  MAP2K1  ACTN3  ACTN2  PRKCB  ACTN1  HGF  PRKCA  ACTN4  COL4A2  COL4A1  COL4A4  MYL2  TLN2  RAF1  TLN1  VCL  SHC3  SHC1  PXN  PDGFB  PIK3R3  PIK3R2  PIK3R1  PIK3R5  RAP1A  PDGFD  CHAD  PDGFC  VASP  JUN  CAV3  CAV1  FN1  BRAF  PARVA  PTK2  COL1A1  DIAPH1  COL1A2  COL5A1  COL5A3  ITGA10  ITGA11  COL5A2  BCL2  GRB2  ITGB1  GSK3B  FLT1  ITGB5  ITGB4  ITGB3  PTEN  PIK3CD  ILK  LAMC2  LAMC1  PIK3CB  ARHGAP5  PIK3CG  ITGAV  ITGB7  RAC1  ITGB6  HRAS  VAV3  VWF  ITGA4  ITGA3  PDPK1  ITGA2  ITGA1  RHOA  VAV1  VAV2  COL2A1  PIK3CA  COL6A2  COL6A1  RAPGEF1  ITGA8  ITGA6  ITGA5  SOS1  CRK  MET  DOCK1  LAMA5  ROCK1  LAMA2  SRC  LAMA1  LAMA4  LAMA3  THBS1  EGFR  CDC42  MAPK9  MAPK8  PAK1  ERBB2  PAK7  MAPK1  FLNA  FYN  FLNC  PAK2  MAPK3  LAMB3  EGF  LAMB2  LAMB1  VEGFA  MAPK10  COL3A1  ZYX  CTNNB1  BCAR1 	[ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, AKT1, AKT2, AKT3, ARHGAP5, BAD, BCAR1, BCL2, BIRC2, BIRC3, BRAF, CAPN2, CAV1, CAV2, CAV3, CCND1, CCND2, CCND3, CDC42, CHAD, COL11A1, COL11A2, COL1A1, COL1A2, COL2A1, COL3A1, COL4A1, COL4A2, COL4A4, COL4A5, COL4A6, COL5A1, COL5A2, COL5A3, COL6A1, COL6A2, COL6A3, COL6A6, COMP, CRK, CRKL, CTNNB1, DIAPH1, DOCK1, EGF, EGFR, ELK1, ERBB2, FIGF, FLNA, FLNB, FLNC, FLT1, FLT4, FN1, FYN, GRB2, GRLF1, GSK3B, HGF, HRAS, IBSP, IGF1, IGF1R, ILK, ITGA1, ITGA10, ITGA11, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGAV, ITGB1, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, JUN, KDR, LAMA1, LAMA2, LAMA3, LAMA4, LAMA5, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, MAP2K1, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MET, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLK, MYLK2, MYLK3, MYLPF, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PARVA, PARVB, PARVG, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PDPK1, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIP5K1C, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PRKCA, PRKCB, PRKCG, PTEN, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, RAP1A, RAP1B, RAPGEF1, RASGRF1, RELN, RHOA, ROCK1, ROCK2, SHC1, SHC2, SHC3, SHC4, SOS1, SOS2, SPP1, SRC, THBS1, THBS2, THBS3, THBS4, TLN1, TLN2, TNC, TNN, TNR, TNXB, VASP, VAV1, VAV2, VAV3, VCL, VEGFA, VEGFB, VEGFC, VTN, VWF, XIAP, ZYX]
